218,5,1,1,20,100
223,5,2,100,5,50
225,5,16,60,20,100
231,5,9,100,15,75
237,5,1,60,15,100
241,5,10,0,5,0
249,5,2,40,15,100
263,5,1,70,20,100
264,5,2,150,20,100
280,5,2,75,15,100
290,5,1,70,20,100
315,5,10,130,5,90
332,5,3,60,20,0
337,5,16,80,15,100
157,5,6,75,10,90
232,5,9,50,35,95
261,5,10,0,15,85
317,5,6,60,15,95
9,5,13,75,15,100
257,5,10,95,10,90
200,5,16,120,10,100
5,6,1,80,20,85
10,6,1,40,35,100
14,6,1,0,20,0
15,6,1,50,30,95
25,6,1,120,5,75
34,6,1,85,15,100
36,6,1,90,20,85
38,6,1,120,15,100
43,6,1,0,30,100
45,6,1,0,40,100
52,6,10,40,25,100
53,6,10,90,15,100
63,6,1,150,5,90
66,6,2,80,25,80
68,6,2,1,20,100
69,6,2,1,20,100
70,6,1,80,15,100
82,6,16,1,10,100
83,6,10,35,15,85
89,6,5,100,10,100
90,6,5,1,5,30
91,6,5,80,10,100
92,6,4,0,10,90
99,6,1,20,20,100
102,6,1,0,10,0
104,6,1,0,15,0
115,6,14,0,20,0
117,6,1,1,10,0
126,6,10,110,5,85
129,6,1,60,20,0
130,6,1,130,10,100
156,6,14,0,10,0
163,6,1,70,20,100
164,6,1,0,10,0
19,6,3,90,15,95
7,6,10,75,15,100
17,6,3,60,35,100
29,6,1,70,15,100
46,6,1,0,20,0
108,6,1,0,20,100
111,6,1,0,40,0
173,6,1,50,15,100
174,6,8,0,10,0
182,6,1,0,10,0
184,6,1,0,10,100
189,6,5,20,10,100
201,6,6,0,10,0
203,6,1,0,10,0
207,6,1,0,15,90
210,6,7,40,20,95
211,6,9,70,25,90
213,6,1,0,15,100
214,6,1,0,10,0
216,6,1,1,20,100
218,6,1,1,20,100
223,6,2,100,5,50
225,6,16,60,20,100
231,6,9,100,15,75
237,6,1,60,15,100
241,6,10,0,5,0
249,6,2,40,15,100
263,6,1,70,20,100
264,6,2,150,20,100
280,6,2,75,15,100
290,6,1,70,20,100
315,6,10,130,5,90
332,6,3,60,20,0
337,6,16,80,15,100
157,6,6,75,10,90
232,6,9,50,35,95
257,6,10,95,10,90
307,6,10,150,5,90
76,6,12,120,10,100
261,6,10,0,15,85
317,6,6,60,15,95
9,6,13,75,15,100
200,6,16,120,10,100
239,6,16,40,20,100
314,6,3,60,25,95
5,7,1,80,20,85
25,7,1,120,5,75
33,7,1,50,35,100
34,7,1,85,15,100
36,7,1,90,20,85
38,7,1,120,15,100
39,7,1,0,30,100
44,7,17,60,25,100
55,7,11,40,25,100
56,7,11,110,5,80
57,7,11,90,15,100
58,7,15,90,10,100
59,7,15,110,5,70
61,7,11,65,20,100
66,7,2,80,25,80
68,7,2,1,20,100
69,7,2,1,20,100
70,7,1,80,15,100
91,7,5,80,10,100
92,7,4,0,10,90
99,7,1,20,20,100
102,7,1,0,10,0
104,7,1,0,15,0
110,7,11,0,40,0
115,7,14,0,20,0
117,7,1,1,10,0
130,7,1,130,10,100
145,7,11,40,30,100
156,7,14,0,10,0
164,7,1,0,10,0
8,7,15,75,15,100
29,7,1,70,15,100
54,7,15,0,30,0
93,7,14,50,25,100
111,7,1,0,40,0
114,7,15,0,30,0
127,7,11,80,15,100
173,7,1,50,15,100
174,7,8,0,10,0
175,7,1,1,15,100
182,7,1,0,10,0
189,7,5,20,10,100
193,7,1,0,40,0
196,7,15,55,15,95
203,7,1,0,10,0
205,7,6,30,20,90
207,7,1,0,15,90
213,7,1,0,15,100
214,7,1,0,10,0
216,7,1,1,20,100
218,7,1,1,20,100
223,7,2,100,5,50
229,7,1,20,40,100
231,7,9,100,15,75
237,7,1,60,15,100
240,7,11,0,5,0
243,7,14,1,20,100
249,7,2,40,15,100
250,7,11,35,15,85
258,7,15,0,10,0
263,7,1,70,20,100
264,7,2,150,20,100
280,7,2,75,15,100
281,7,1,0,10,0
287,7,1,0,20,0
290,7,1,70,20,100
291,7,11,80,10,100
300,7,5,0,15,0
352,7,11,60,20,100
252,7,1,40,10,100
317,7,6,60,15,95
330,7,11,90,10,85
334,7,9,0,15,0
323,7,11,150,5,100
5,8,1,80,20,85
25,8,1,120,5,75
33,8,1,50,35,100
34,8,1,85,15,100
36,8,1,90,20,85
38,8,1,120,15,100
39,8,1,0,30,100
44,8,17,60,25,100
55,8,11,40,25,100
56,8,11,110,5,80
57,8,11,90,15,100
58,8,15,90,10,100
59,8,15,110,5,70
61,8,11,65,20,100
66,8,2,80,25,80
68,8,2,1,20,100
69,8,2,1,20,100
70,8,1,80,15,100
91,8,5,80,10,100
92,8,4,0,10,90
99,8,1,20,20,100
102,8,1,0,10,0
104,8,1,0,15,0
110,8,11,0,40,0
115,8,14,0,20,0
117,8,1,1,10,0
130,8,1,130,10,100
145,8,11,40,30,100
156,8,14,0,10,0
164,8,1,0,10,0
8,8,15,75,15,100
29,8,1,70,15,100
111,8,1,0,40,0
127,8,11,80,15,100
173,8,1,50,15,100
174,8,8,0,10,0
182,8,1,0,10,0
189,8,5,20,10,100
196,8,15,55,15,95
203,8,1,0,10,0
205,8,6,30,20,90
207,8,1,0,15,90
213,8,1,0,15,100
214,8,1,0,10,0
216,8,1,1,20,100
218,8,1,1,20,100
223,8,2,100,5,50
229,8,1,20,40,100
231,8,9,100,15,75
237,8,1,60,15,100
240,8,11,0,5,0
249,8,2,40,15,100
250,8,11,35,15,85
258,8,15,0,10,0
263,8,1,70,20,100
264,8,2,150,20,100
280,8,2,75,15,100
290,8,1,70,20,100
291,8,11,80,10,100
352,8,11,60,20,100
317,8,6,60,15,95
334,8,9,0,15,0
5,9,1,80,20,85
25,9,1,120,5,75
33,9,1,50,35,100
34,9,1,85,15,100
36,9,1,90,20,85
38,9,1,120,15,100
39,9,1,0,30,100
44,9,17,60,25,100
55,9,11,40,25,100
56,9,11,110,5,80
57,9,11,90,15,100
58,9,15,90,10,100
59,9,15,110,5,70
61,9,11,65,20,100
63,9,1,150,5,90
66,9,2,80,25,80
68,9,2,1,20,100
69,9,2,1,20,100
70,9,1,80,15,100
89,9,5,100,10,100
90,9,5,1,5,30
91,9,5,80,10,100
92,9,4,0,10,90
99,9,1,20,20,100
102,9,1,0,10,0
104,9,1,0,15,0
110,9,11,0,40,0
115,9,14,0,20,0
117,9,1,1,10,0
130,9,1,130,10,100
145,9,11,40,30,100
156,9,14,0,10,0
164,9,1,0,10,0
8,9,15,75,15,100
29,9,1,70,15,100
46,9,1,0,20,0
111,9,1,0,40,0
127,9,11,80,15,100
173,9,1,50,15,100
174,9,8,0,10,0
182,9,1,0,10,0
189,9,5,20,10,100
196,9,15,55,15,95
203,9,1,0,10,0
205,9,6,30,20,90
207,9,1,0,15,90
213,9,1,0,15,100
214,9,1,0,10,0
216,9,1,1,20,100
218,9,1,1,20,100
223,9,2,100,5,50
229,9,1,20,40,100
231,9,9,100,15,75
237,9,1,60,15,100
240,9,11,0,5,0
249,9,2,40,15,100
250,9,11,35,15,85
258,9,15,0,10,0
263,9,1,70,20,100
264,9,2,150,20,100
280,9,2,75,15,100
290,9,1,70,20,100
291,9,11,80,10,100
352,9,11,60,20,100
308,9,11,150,5,90
157,9,6,75,10,90
317,9,6,60,15,95
200,9,16,120,10,100
324,9,7,75,15,100
334,9,9,0,15,0
33,10,1,50,35,100
81,10,7,0,40,95
173,10,1,50,15,100
106,11,1,0,30,0
334,11,9,0,15,0
81,11,7,0,40,95
13,12,1,80,10,100
18,12,1,0,20,0
36,12,1,90,20,85
38,12,1,120,15,100
48,12,1,0,20,55
60,12,14,65,20,100
63,12,1,150,5,90
72,12,12,40,15,100
76,12,12,120,10,100
77,12,4,0,35,75
78,12,12,0,30,75
79,12,12,0,15,75
92,12,4,0,10,90
93,12,14,50,25,100
94,12,14,90,10,100
99,12,1,20,20,100
100,12,14,0,20,0
102,12,1,0,10,0
104,12,1,0,15,0
115,12,14,0,20,0
117,12,1,1,10,0
129,12,1,60,20,0
149,12,14,1,15,100
156,12,14,0,10,0
164,12,1,0,10,0
16,12,3,40,35,100
148,12,1,0,20,100
171,12,8,0,15,100
173,12,1,50,15,100
174,12,8,0,10,0
182,12,1,0,10,0
202,12,12,75,10,100
203,12,1,0,10,0
207,12,1,0,15,90
213,12,1,0,15,100
214,12,1,0,10,0
216,12,1,1,20,100
218,12,1,1,20,100
219,12,1,0,25,0
230,12,1,0,20,100
237,12,1,60,15,100
241,12,10,0,5,0
168,12,17,60,25,100
240,12,11,0,5,0
247,12,8,80,15,100
263,12,1,70,20,100
285,12,14,0,10,0
290,12,1,70,20,100
318,12,7,60,5,100
332,12,3,60,20,0
138,12,14,100,15,100
244,12,1,0,10,0
239,12,16,40,20,100
314,12,3,60,25,95
324,12,7,75,15,100
81,12,7,0,40,95
40,13,4,15,35,100
81,13,7,0,40,95
106,14,1,0,30,0
334,14,9,0,15,0
81,14,7,0,40,95
14,15,1,0,20,0
15,15,1,50,30,95
31,15,1,15,20,85
36,15,1,90,20,85
38,15,1,120,15,100
41,15,7,25,20,100
42,15,7,25,20,95
63,15,1,150,5,90
72,15,12,40,15,100
92,15,4,0,10,90
97,15,14,0,30,0
99,15,1,20,20,100
102,15,1,0,10,0
104,15,1,0,15,0
115,15,14,0,20,0
116,15,1,0,30,0
117,15,1,1,10,0
129,15,1,60,20,0
130,15,1,130,10,100
156,15,14,0,10,0
164,15,1,0,10,0
173,15,1,50,15,100
174,15,8,0,10,0
182,15,1,0,10,0
188,15,4,90,10,100
202,15,12,75,10,100
203,15,1,0,10,0
207,15,1,0,15,90
210,15,7,40,20,95
213,15,1,0,15,100
214,15,1,0,10,0
216,15,1,1,20,100
218,15,1,1,20,100
228,15,17,40,20,100
230,15,1,0,20,100
237,15,1,60,15,100
241,15,10,0,5,0
76,15,12,120,10,100
168,15,17,60,25,100
249,15,2,40,15,100
263,15,1,70,20,100
280,15,2,75,15,100
283,15,1,1,5,100
290,15,1,70,20,100
332,15,3,60,20,0
148,15,1,0,20,100
206,15,1,40,40,100
318,15,7,60,5,100
282,15,17,65,25,100
314,15,3,60,25,95
81,15,7,0,40,95
13,16,1,80,10,100
16,16,3,40,35,100
17,16,3,60,35,100
18,16,1,0,20,0
19,16,3,90,15,95
28,16,5,0,15,100
36,16,1,90,20,85
38,16,1,120,15,100
92,16,4,0,10,90
97,16,14,0,30,0
98,16,1,40,30,100
99,16,1,20,20,100
102,16,1,0,10,0
104,16,1,0,15,0
115,16,14,0,20,0
117,16,1,1,10,0
119,16,3,0,20,0
129,16,1,60,20,0
143,16,3,140,5,90
156,16,14,0,10,0
164,16,1,0,10,0
33,16,1,50,35,100
168,16,17,60,25,100
173,16,1,50,15,100
174,16,8,0,10,0
182,16,1,0,10,0
185,16,17,60,20,0
189,16,5,20,10,100
193,16,1,0,40,0
197,16,2,0,5,0
203,16,1,0,10,0
207,16,1,0,15,90
211,16,9,70,25,90
213,16,1,0,15,100
214,16,1,0,10,0
216,16,1,1,20,100
218,16,1,1,20,100
228,16,17,40,20,100
237,16,1,60,15,100
241,16,10,0,5,0
240,16,11,0,5,0
263,16,1,70,20,100
290,16,1,70,20,100
297,16,3,0,15,100
314,16,3,60,25,95
332,16,3,60,20,0
239,16,16,40,20,100
253,16,1,90,10,100
257,16,10,95,10,90
13,17,1,80,10,100
16,17,3,40,35,100
17,17,3,60,35,100
18,17,1,0,20,0
19,17,3,90,15,95
28,17,5,0,15,100
36,17,1,90,20,85
38,17,1,120,15,100
92,17,4,0,10,90
97,17,14,0,30,0
98,17,1,40,30,100
99,17,1,20,20,100
102,17,1,0,10,0
104,17,1,0,15,0
115,17,14,0,20,0
117,17,1,1,10,0
119,17,3,0,20,0
129,17,1,60,20,0
143,17,3,140,5,90
156,17,14,0,10,0
164,17,1,0,10,0
33,17,1,50,35,100
168,17,17,60,25,100
173,17,1,50,15,100
174,17,8,0,10,0
182,17,1,0,10,0
189,17,5,20,10,100
197,17,2,0,5,0
203,17,1,0,10,0
207,17,1,0,15,90
211,17,9,70,25,90
213,17,1,0,15,100
214,17,1,0,10,0
216,17,1,1,20,100
218,17,1,1,20,100
237,17,1,60,15,100
241,17,10,0,5,0
240,17,11,0,5,0
263,17,1,70,20,100
290,17,1,70,20,100
297,17,3,0,15,100
332,17,3,60,20,0
239,17,16,40,20,100
253,17,1,90,10,100
257,17,10,95,10,90
314,17,3,60,25,95
13,18,1,80,10,100
16,18,3,40,35,100
17,18,3,60,35,100
18,18,1,0,20,0
19,18,3,90,15,95
28,18,5,0,15,100
36,18,1,90,20,85
38,18,1,120,15,100
63,18,1,150,5,90
92,18,4,0,10,90
97,18,14,0,30,0
98,18,1,40,30,100
99,18,1,20,20,100
102,18,1,0,10,0
104,18,1,0,15,0
115,18,14,0,20,0
117,18,1,1,10,0
119,18,3,0,20,0
129,18,1,60,20,0
143,18,3,140,5,90
156,18,14,0,10,0
164,18,1,0,10,0
33,18,1,50,35,100
168,18,17,60,25,100
173,18,1,50,15,100
174,18,8,0,10,0
182,18,1,0,10,0
189,18,5,20,10,100
197,18,2,0,5,0
203,18,1,0,10,0
207,18,1,0,15,90
211,18,9,70,25,90
213,18,1,0,15,100
214,18,1,0,10,0
216,18,1,1,20,100
218,18,1,1,20,100
237,18,1,60,15,100
241,18,10,0,5,0
240,18,11,0,5,0
263,18,1,70,20,100
290,18,1,70,20,100
297,18,3,0,15,100
332,18,3,60,20,0
239,18,16,40,20,100
253,18,1,90,10,100
257,18,10,95,10,90
314,18,3,60,25,95
33,19,1,50,35,100
34,19,1,85,15,100
36,19,1,90,20,85
38,19,1,120,15,100
39,19,1,0,30,100
55,19,11,40,25,100
59,19,15,110,5,70
61,19,11,65,20,100
85,19,13,90,15,100
87,19,13,110,10,70
91,19,5,80,10,100
92,19,4,0,10,90
98,19,1,40,30,100
99,19,1,20,20,100
102,19,1,0,10,0
104,19,1,0,15,0
116,19,1,0,30,0
117,19,1,1,10,0
129,19,1,60,20,0
130,19,1,130,10,100
156,19,14,0,10,0
158,19,1,80,15,90
162,19,1,1,10,90
164,19,1,0,10,0
29,19,1,70,15,100
44,19,17,60,25,100
68,19,2,1,20,100
103,19,1,0,40,85
111,19,1,0,40,0
154,19,1,18,15,80
168,19,17,60,25,100
172,19,10,60,25,100
173,19,1,50,15,100
174,19,8,0,10,0
179,19,2,1,15,100
182,19,1,0,10,0
189,19,5,20,10,100
196,19,15,55,15,95
203,19,1,0,10,0
207,19,1,0,15,90
213,19,1,0,15,100
214,19,1,0,10,0
216,19,1,1,20,100
218,19,1,1,20,100
228,19,17,40,20,100
231,19,9,100,15,75
237,19,1,60,15,100
241,19,10,0,5,0
247,19,8,80,15,100
249,19,2,40,15,100
15,19,1,50,30,95
58,19,15,90,10,100
240,19,11,0,5,0
253,19,1,90,10,100
263,19,1,70,20,100
269,19,17,0,20,100
283,19,1,1,5,100
290,19,1,70,20,100
351,19,13,60,20,0
86,19,13,0,20,100
242,19,17,80,15,100
279,19,2,60,10,100
343,19,1,60,25,100
33,20,1,50,35,100
34,20,1,85,15,100
36,20,1,90,20,85
38,20,1,120,15,100
39,20,1,0,30,100
55,20,11,40,25,100
58,20,15,90,10,100
59,20,15,110,5,70
61,20,11,65,20,100
63,20,1,150,5,90
85,20,13,90,15,100
87,20,13,110,10,70
91,20,5,80,10,100
92,20,4,0,10,90
98,20,1,40,30,100
99,20,1,20,20,100
102,20,1,0,10,0
104,20,1,0,15,0
116,20,1,0,30,0
117,20,1,1,10,0
129,20,1,60,20,0
130,20,1,130,10,100
156,20,14,0,10,0
158,20,1,80,15,90
162,20,1,1,10,90
164,20,1,0,10,0
15,20,1,50,30,95
29,20,1,70,15,100
46,20,1,0,20,0
70,20,1,80,15,100
111,20,1,0,40,0
168,20,17,60,25,100
173,20,1,50,15,100
174,20,8,0,10,0
182,20,1,0,10,0
184,20,1,0,10,100
189,20,5,20,10,100
196,20,15,55,15,95
203,20,1,0,10,0
207,20,1,0,15,90
213,20,1,0,15,100
214,20,1,0,10,0
216,20,1,1,20,100
218,20,1,1,20,100
228,20,17,40,20,100
231,20,9,100,15,75
237,20,1,60,15,100
241,20,10,0,5,0
247,20,8,80,15,100
249,20,2,40,15,100
240,20,11,0,5,0
263,20,1,70,20,100
269,20,17,0,20,100
283,20,1,1,5,100
290,20,1,70,20,100
351,20,13,60,20,0
68,20,2,1,20,100
86,20,13,0,20,100
14,20,1,0,20,0
44,20,17,60,25,100
242,20,17,80,15,100
253,20,1,90,10,100
343,20,1,60,25,100
13,21,1,80,10,100
18,21,1,0,20,0
19,21,3,90,15,95
31,21,1,15,20,85
36,21,1,90,20,85
38,21,1,120,15,100
43,21,1,0,30,100
45,21,1,0,40,100
64,21,3,35,35,100
65,21,3,80,20,100
92,21,4,0,10,90
97,21,14,0,30,0
99,21,1,20,20,100
102,21,1,0,10,0
104,21,1,0,15,0
117,21,1,1,10,0
119,21,3,0,20,0
129,21,1,60,20,0
143,21,3,140,5,90
156,21,14,0,10,0
164,21,1,0,10,0
98,21,1,40,30,100
161,21,1,80,10,100
168,21,17,60,25,100
173,21,1,50,15,100
174,21,8,0,10,0
182,21,1,0,10,0
184,21,1,0,10,100
185,21,17,60,20,0
189,21,5,20,10,100
197,21,2,0,5,0
203,21,1,0,10,0
206,21,1,40,40,100
207,21,1,0,15,90
211,21,9,70,25,90
213,21,1,0,15,100
214,21,1,0,10,0
216,21,1,1,20,100
218,21,1,1,20,100
228,21,17,40,20,100
237,21,1,60,15,100
241,21,10,0,5,0
240,21,11,0,5,0
263,21,1,70,20,100
290,21,1,70,20,100
310,21,8,30,15,100
332,21,3,60,20,0
253,21,1,90,10,100
239,21,16,40,20,100
257,21,10,95,10,90
314,21,3,60,25,95
297,21,3,0,15,100
13,22,1,80,10,100
18,22,1,0,20,0
19,22,3,90,15,95
31,22,1,15,20,85
36,22,1,90,20,85
38,22,1,120,15,100
43,22,1,0,30,100
45,22,1,0,40,100
63,22,1,150,5,90
64,22,3,35,35,100
65,22,3,80,20,100
92,22,4,0,10,90
97,22,14,0,30,0
99,22,1,20,20,100
102,22,1,0,10,0
104,22,1,0,15,0
117,22,1,1,10,0
119,22,3,0,20,0
129,22,1,60,20,0
143,22,3,140,5,90
156,22,14,0,10,0
164,22,1,0,10,0
168,22,17,60,25,100
173,22,1,50,15,100
174,22,8,0,10,0
182,22,1,0,10,0
189,22,5,20,10,100
197,22,2,0,5,0
203,22,1,0,10,0
207,22,1,0,15,90
211,22,9,70,25,90
213,22,1,0,15,100
214,22,1,0,10,0
216,22,1,1,20,100
218,22,1,1,20,100
228,22,17,40,20,100
237,22,1,60,15,100
241,22,10,0,5,0
240,22,11,0,5,0
263,22,1,70,20,100
290,22,1,70,20,100
332,22,3,60,20,0
239,22,16,40,20,100
257,22,10,95,10,90
314,22,3,60,25,95
206,22,1,40,40,100
253,22,1,90,10,100
34,23,1,85,15,100
35,23,1,15,20,90
36,23,1,90,20,85
38,23,1,120,15,100
40,23,4,15,35,100
43,23,1,0,30,100
44,23,17,60,25,100
51,23,4,40,30,100
70,23,1,80,15,100
72,23,12,40,15,100
89,23,5,100,10,100
90,23,5,1,5,30
91,23,5,80,10,100
92,23,4,0,10,90
99,23,1,20,20,100
102,23,1,0,10,0
103,23,1,0,40,85
104,23,1,0,15,0
117,23,1,1,10,0
130,23,1,130,10,100
137,23,1,0,30,100
156,23,14,0,10,0
157,23,6,75,10,90
164,23,1,0,10,0
21,23,1,80,20,75
29,23,1,70,15,100
114,23,15,0,30,0
168,23,17,60,25,100
173,23,1,50,15,100
174,23,8,0,10,0
180,23,8,0,10,100
182,23,1,0,10,0
188,23,4,90,10,100
202,23,12,75,10,100
203,23,1,0,10,0
207,23,1,0,15,90
213,23,1,0,15,100
214,23,1,0,10,0
216,23,1,1,20,100
218,23,1,1,20,100
228,23,17,40,20,100
237,23,1,60,15,100
241,23,10,0,5,0
251,23,17,1,10,100
242,23,17,80,15,100
231,23,9,100,15,75
240,23,11,0,5,0
254,23,1,0,20,0
255,23,1,1,10,100
256,23,1,0,10,0
259,23,17,0,15,100
263,23,1,70,20,100
289,23,17,0,10,0
290,23,1,70,20,100
305,23,4,50,15,100
50,23,1,0,20,100
184,23,1,0,10,100
317,23,6,60,15,95
342,23,4,50,25,100
20,23,1,15,20,85
34,24,1,85,15,100
35,24,1,15,20,90
36,24,1,90,20,85
38,24,1,120,15,100
40,24,4,15,35,100
43,24,1,0,30,100
44,24,17,60,25,100
51,24,4,40,30,100
63,24,1,150,5,90
70,24,1,80,15,100
72,24,12,40,15,100
89,24,5,100,10,100
90,24,5,1,5,30
91,24,5,80,10,100
92,24,4,0,10,90
99,24,1,20,20,100
102,24,1,0,10,0
